cve_id,published_date,last_modified_date,summary,cvss_base,cvss_severity,cvss_impact,cvss_exploit,cvss_access_vector,cvss_access_complexity,cvss_access_authentication,cvss_confidentiality_impact,cvss_integrity_impact,cvss_availability_impact,cvss_vector,cwe_id,vendor,product,version
CVE-2019-0001,2019-01-15 21:29:00,2019-10-09 23:43:00,"Receipt of a malformed packet on MX Series devices with dynamic vlan configuration can trigger an uncontrolled recursion loop in the Broadband Edge subscriber management daemon (bbe-smgd), and lead to high CPU usage and a crash of the bbe-smgd service. Repeated receipt of the same packet can result in an extended denial of service condition for the device. Affected releases are Juniper Networks Junos OS: 16.1 versions prior to 16.1R7-S1; 16.2 versions prior to 16.2R2-S7; 17.1 versions prior to 17.1R2-S10, 17.1R3; 17.2 versions prior to 17.2R3; 17.3 versions prior to 17.3R3-S1; 17.4 versions prior to 17.4R2; 18.1 versions prior to 18.1R3; 18.2 versions prior to 18.2R2.",7.1,HIGH,6.9,8.6,NETWORK,MEDIUM,NONE,NONE,NONE,COMPLETE,AV:N/AC:M/Au:N/C:N/I:N/A:C,CWE-400,juniper,junos,17.1

CVE-2019-0001,2019-01-15 21:29:00,2019-10-09 23:43:00,"Receipt of a malformed packet on MX Series devices with dynamic vlan configuration can trigger an uncontrolled recursion loop in the Broadband Edge subscriber management daemon (bbe-smgd), and lead to high CPU usage and a crash of the bbe-smgd service. Repeated receipt of the same packet can result in an extended denial of service condition for the device. Affected releases are Juniper Networks Junos OS: 16.1 versions prior to 16.1R7-S1; 16.2 versions prior to 16.2R2-S7; 17.1 versions prior to 17.1R2-S10, 17.1R3; 17.2 versions prior to 17.2R3; 17.3 versions prior to 17.3R3-S1; 17.4 versions prior to 17.4R2; 18.1 versions prior to 18.1R3; 18.2 versions prior to 18.2R2.",7.1,HIGH,6.9,8.6,NETWORK,MEDIUM,NONE,NONE,NONE,COMPLETE,AV:N/AC:M/Au:N/C:N/I:N/A:C,CWE-400,juniper,junos,17.1

CVE-2019-0001,2019-01-15 21:29:00,2019-10-09 23:43:00,"Receipt of a malformed packet on MX Series devices with dynamic vlan configuration can trigger an uncontrolled recursion loop in the Broadband Edge subscriber management daemon (bbe-smgd), and lead to high CPU usage and a crash of the bbe-smgd service. Repeated receipt of the same packet can result in an extended denial of service condition for the device. Affected releases are Juniper Networks Junos OS: 16.1 versions prior to 16.1R7-S1; 16.2 versions prior to 16.2R2-S7; 17.1 versions prior to 17.1R2-S10, 17.1R3; 17.2 versions prior to 17.2R3; 17.3 versions prior to 17.3R3-S1; 17.4 versions prior to 17.4R2; 18.1 versions prior to 18.1R3; 18.2 versions prior to 18.2R2.",7.1,HIGH,6.9,8.6,NETWORK,MEDIUM,NONE,NONE,NONE,COMPLETE,AV:N/AC:M/Au:N/C:N/I:N/A:C,CWE-400,juniper,junos,17.1

CVE-2019-0001,2019-01-15 21:29:00,2019-10-09 23:43:00,"Receipt of a malformed packet on MX Series devices with dynamic vlan configuration can trigger an uncontrolled recursion loop in the Broadband Edge subscriber management daemon (bbe-smgd), and lead to high CPU usage and a crash of the bbe-smgd service. Repeated receipt of the same packet can result in an extended denial of service condition for the device. Affected releases are Juniper Networks Junos OS: 16.1 versions prior to 16.1R7-S1; 16.2 versions prior to 16.2R2-S7; 17.1 versions prior to 17.1R2-S10, 17.1R3; 17.2 versions prior to 17.2R3; 17.3 versions prior to 17.3R3-S1; 17.4 versions prior to 17.4R2; 18.1 versions prior to 18.1R3; 18.2 versions prior to 18.2R2.",7.1,HIGH,6.9,8.6,NETWORK,MEDIUM,NONE,NONE,NONE,COMPLETE,AV:N/AC:M/Au:N/C:N/I:N/A:C,CWE-400,juniper,junos,17.2

CVE-2019-0001,2019-01-15 21:29:00,2019-10-09 23:43:00,"Receipt of a malformed packet on MX Series devices with dynamic vlan configuration can trigger an uncontrolled recursion loop in the Broadband Edge subscriber management daemon (bbe-smgd), and lead to high CPU usage and a crash of the bbe-smgd service. Repeated receipt of the same packet can result in an extended denial of service condition for the device. Affected releases are Juniper Networks Junos OS: 16.1 versions prior to 16.1R7-S1; 16.2 versions prior to 16.2R2-S7; 17.1 versions prior to 17.1R2-S10, 17.1R3; 17.2 versions prior to 17.2R3; 17.3 versions prior to 17.3R3-S1; 17.4 versions prior to 17.4R2; 18.1 versions prior to 18.1R3; 18.2 versions prior to 18.2R2.",7.1,HIGH,6.9,8.6,NETWORK,MEDIUM,NONE,NONE,NONE,COMPLETE,AV:N/AC:M/Au:N/C:N/I:N/A:C,CWE-400,juniper,junos,17.2

CVE-2019-0001,2019-01-15 21:29:00,2019-10-09 23:43:00,"Receipt of a malformed packet on MX Series devices with dynamic vlan configuration can trigger an uncontrolled recursion loop in the Broadband Edge subscriber management daemon (bbe-smgd), and lead to high CPU usage and a crash of the bbe-smgd service. Repeated receipt of the same packet can result in an extended denial of service condition for the device. Affected releases are Juniper Networks Junos OS: 16.1 versions prior to 16.1R7-S1; 16.2 versions prior to 16.2R2-S7; 17.1 versions prior to 17.1R2-S10, 17.1R3; 17.2 versions prior to 17.2R3; 17.3 versions prior to 17.3R3-S1; 17.4 versions prior to 17.4R2; 18.1 versions prior to 18.1R3; 18.2 versions prior to 18.2R2.",7.1,HIGH,6.9,8.6,NETWORK,MEDIUM,NONE,NONE,NONE,COMPLETE,AV:N/AC:M/Au:N/C:N/I:N/A:C,CWE-400,juniper,junos,17.2

CVE-2019-0001,2019-01-15 21:29:00,2019-10-09 23:43:00,"Receipt of a malformed packet on MX Series devices with dynamic vlan configuration can trigger an uncontrolled recursion loop in the Broadband Edge subscriber management daemon (bbe-smgd), and lead to high CPU usage and a crash of the bbe-smgd service. Repeated receipt of the same packet can result in an extended denial of service condition for the device. Affected releases are Juniper Networks Junos OS: 16.1 versions prior to 16.1R7-S1; 16.2 versions prior to 16.2R2-S7; 17.1 versions prior to 17.1R2-S10, 17.1R3; 17.2 versions prior to 17.2R3; 17.3 versions prior to 17.3R3-S1; 17.4 versions prior to 17.4R2; 18.1 versions prior to 18.1R3; 18.2 versions prior to 18.2R2.",7.1,HIGH,6.9,8.6,NETWORK,MEDIUM,NONE,NONE,NONE,COMPLETE,AV:N/AC:M/Au:N/C:N/I:N/A:C,CWE-400,juniper,junos,17.2

CVE-2019-0001,2019-01-15 21:29:00,2019-10-09 23:43:00,"Receipt of a malformed packet on MX Series devices with dynamic vlan configuration can trigger an uncontrolled recursion loop in the Broadband Edge subscriber management daemon (bbe-smgd), and lead to high CPU usage and a crash of the bbe-smgd service. Repeated receipt of the same packet can result in an extended denial of service condition for the device. Affected releases are Juniper Networks Junos OS: 16.1 versions prior to 16.1R7-S1; 16.2 versions prior to 16.2R2-S7; 17.1 versions prior to 17.1R2-S10, 17.1R3; 17.2 versions prior to 17.2R3; 17.3 versions prior to 17.3R3-S1; 17.4 versions prior to 17.4R2; 18.1 versions prior to 18.1R3; 18.2 versions prior to 18.2R2.",7.1,HIGH,6.9,8.6,NETWORK,MEDIUM,NONE,NONE,NONE,COMPLETE,AV:N/AC:M/Au:N/C:N/I:N/A:C,CWE-400,juniper,junos,17.3

CVE-2019-0001,2019-01-15 21:29:00,2019-10-09 23:43:00,"Receipt of a malformed packet on MX Series devices with dynamic vlan configuration can trigger an uncontrolled recursion loop in the Broadband Edge subscriber management daemon (bbe-smgd), and lead to high CPU usage and a crash of the bbe-smgd service. Repeated receipt of the same packet can result in an extended denial of service condition for the device. Affected releases are Juniper Networks Junos OS: 16.1 versions prior to 16.1R7-S1; 16.2 versions prior to 16.2R2-S7; 17.1 versions prior to 17.1R2-S10, 17.1R3; 17.2 versions prior to 17.2R3; 17.3 versions prior to 17.3R3-S1; 17.4 versions prior to 17.4R2; 18.1 versions prior to 18.1R3; 18.2 versions prior to 18.2R2.",7.1,HIGH,6.9,8.6,NETWORK,MEDIUM,NONE,NONE,NONE,COMPLETE,AV:N/AC:M/Au:N/C:N/I:N/A:C,CWE-400,juniper,junos,17.3

CVE-2019-0001,2019-01-15 21:29:00,2019-10-09 23:43:00,"Receipt of a malformed packet on MX Series devices with dynamic vlan configuration can trigger an uncontrolled recursion loop in the Broadband Edge subscriber management daemon (bbe-smgd), and lead to high CPU usage and a crash of the bbe-smgd service. Repeated receipt of the same packet can result in an extended denial of service condition for the device. Affected releases are Juniper Networks Junos OS: 16.1 versions prior to 16.1R7-S1; 16.2 versions prior to 16.2R2-S7; 17.1 versions prior to 17.1R2-S10, 17.1R3; 17.2 versions prior to 17.2R3; 17.3 versions prior to 17.3R3-S1; 17.4 versions prior to 17.4R2; 18.1 versions prior to 18.1R3; 18.2 versions prior to 18.2R2.",7.1,HIGH,6.9,8.6,NETWORK,MEDIUM,NONE,NONE,NONE,COMPLETE,AV:N/AC:M/Au:N/C:N/I:N/A:C,CWE-400,juniper,junos,17.3

CVE-2019-0001,2019-01-15 21:29:00,2019-10-09 23:43:00,"Receipt of a malformed packet on MX Series devices with dynamic vlan configuration can trigger an uncontrolled recursion loop in the Broadband Edge subscriber management daemon (bbe-smgd), and lead to high CPU usage and a crash of the bbe-smgd service. Repeated receipt of the same packet can result in an extended denial of service condition for the device. Affected releases are Juniper Networks Junos OS: 16.1 versions prior to 16.1R7-S1; 16.2 versions prior to 16.2R2-S7; 17.1 versions prior to 17.1R2-S10, 17.1R3; 17.2 versions prior to 17.2R3; 17.3 versions prior to 17.3R3-S1; 17.4 versions prior to 17.4R2; 18.1 versions prior to 18.1R3; 18.2 versions prior to 18.2R2.",7.1,HIGH,6.9,8.6,NETWORK,MEDIUM,NONE,NONE,NONE,COMPLETE,AV:N/AC:M/Au:N/C:N/I:N/A:C,CWE-400,juniper,junos,17.4

CVE-2019-0001,2019-01-15 21:29:00,2019-10-09 23:43:00,"Receipt of a malformed packet on MX Series devices with dynamic vlan configuration can trigger an uncontrolled recursion loop in the Broadband Edge subscriber management daemon (bbe-smgd), and lead to high CPU usage and a crash of the bbe-smgd service. Repeated receipt of the same packet can result in an extended denial of service condition for the device. Affected releases are Juniper Networks Junos OS: 16.1 versions prior to 16.1R7-S1; 16.2 versions prior to 16.2R2-S7; 17.1 versions prior to 17.1R2-S10, 17.1R3; 17.2 versions prior to 17.2R3; 17.3 versions prior to 17.3R3-S1; 17.4 versions prior to 17.4R2; 18.1 versions prior to 18.1R3; 18.2 versions prior to 18.2R2.",7.1,HIGH,6.9,8.6,NETWORK,MEDIUM,NONE,NONE,NONE,COMPLETE,AV:N/AC:M/Au:N/C:N/I:N/A:C,CWE-400,juniper,junos,17.4

CVE-2019-0001,2019-01-15 21:29:00,2019-10-09 23:43:00,"Receipt of a malformed packet on MX Series devices with dynamic vlan configuration can trigger an uncontrolled recursion loop in the Broadband Edge subscriber management daemon (bbe-smgd), and lead to high CPU usage and a crash of the bbe-smgd service. Repeated receipt of the same packet can result in an extended denial of service condition for the device. Affected releases are Juniper Networks Junos OS: 16.1 versions prior to 16.1R7-S1; 16.2 versions prior to 16.2R2-S7; 17.1 versions prior to 17.1R2-S10, 17.1R3; 17.2 versions prior to 17.2R3; 17.3 versions prior to 17.3R3-S1; 17.4 versions prior to 17.4R2; 18.1 versions prior to 18.1R3; 18.2 versions prior to 18.2R2.",7.1,HIGH,6.9,8.6,NETWORK,MEDIUM,NONE,NONE,NONE,COMPLETE,AV:N/AC:M/Au:N/C:N/I:N/A:C,CWE-400,juniper,junos,18.1

CVE-2019-0001,2019-01-15 21:29:00,2019-10-09 23:43:00,"Receipt of a malformed packet on MX Series devices with dynamic vlan configuration can trigger an uncontrolled recursion loop in the Broadband Edge subscriber management daemon (bbe-smgd), and lead to high CPU usage and a crash of the bbe-smgd service. Repeated receipt of the same packet can result in an extended denial of service condition for the device. Affected releases are Juniper Networks Junos OS: 16.1 versions prior to 16.1R7-S1; 16.2 versions prior to 16.2R2-S7; 17.1 versions prior to 17.1R2-S10, 17.1R3; 17.2 versions prior to 17.2R3; 17.3 versions prior to 17.3R3-S1; 17.4 versions prior to 17.4R2; 18.1 versions prior to 18.1R3; 18.2 versions prior to 18.2R2.",7.1,HIGH,6.9,8.6,NETWORK,MEDIUM,NONE,NONE,NONE,COMPLETE,AV:N/AC:M/Au:N/C:N/I:N/A:C,CWE-400,juniper,junos,18.1

CVE-2019-0001,2019-01-15 21:29:00,2019-10-09 23:43:00,"Receipt of a malformed packet on MX Series devices with dynamic vlan configuration can trigger an uncontrolled recursion loop in the Broadband Edge subscriber management daemon (bbe-smgd), and lead to high CPU usage and a crash of the bbe-smgd service. Repeated receipt of the same packet can result in an extended denial of service condition for the device. Affected releases are Juniper Networks Junos OS: 16.1 versions prior to 16.1R7-S1; 16.2 versions prior to 16.2R2-S7; 17.1 versions prior to 17.1R2-S10, 17.1R3; 17.2 versions prior to 17.2R3; 17.3 versions prior to 17.3R3-S1; 17.4 versions prior to 17.4R2; 18.1 versions prior to 18.1R3; 18.2 versions prior to 18.2R2.",7.1,HIGH,6.9,8.6,NETWORK,MEDIUM,NONE,NONE,NONE,COMPLETE,AV:N/AC:M/Au:N/C:N/I:N/A:C,CWE-400,juniper,junos,18.1

CVE-2019-0001,2019-01-15 21:29:00,2019-10-09 23:43:00,"Receipt of a malformed packet on MX Series devices with dynamic vlan configuration can trigger an uncontrolled recursion loop in the Broadband Edge subscriber management daemon (bbe-smgd), and lead to high CPU usage and a crash of the bbe-smgd service. Repeated receipt of the same packet can result in an extended denial of service condition for the device. Affected releases are Juniper Networks Junos OS: 16.1 versions prior to 16.1R7-S1; 16.2 versions prior to 16.2R2-S7; 17.1 versions prior to 17.1R2-S10, 17.1R3; 17.2 versions prior to 17.2R3; 17.3 versions prior to 17.3R3-S1; 17.4 versions prior to 17.4R2; 18.1 versions prior to 18.1R3; 18.2 versions prior to 18.2R2.",7.1,HIGH,6.9,8.6,NETWORK,MEDIUM,NONE,NONE,NONE,COMPLETE,AV:N/AC:M/Au:N/C:N/I:N/A:C,CWE-400,juniper,junos,18.2

CVE-2019-0001,2019-01-15 21:29:00,2019-10-09 23:43:00,"Receipt of a malformed packet on MX Series devices with dynamic vlan configuration can trigger an uncontrolled recursion loop in the Broadband Edge subscriber management daemon (bbe-smgd), and lead to high CPU usage and a crash of the bbe-smgd service. Repeated receipt of the same packet can result in an extended denial of service condition for the device. Affected releases are Juniper Networks Junos OS: 16.1 versions prior to 16.1R7-S1; 16.2 versions prior to 16.2R2-S7; 17.1 versions prior to 17.1R2-S10, 17.1R3; 17.2 versions prior to 17.2R3; 17.3 versions prior to 17.3R3-S1; 17.4 versions prior to 17.4R2; 18.1 versions prior to 18.1R3; 18.2 versions prior to 18.2R2.",7.1,HIGH,6.9,8.6,NETWORK,MEDIUM,NONE,NONE,NONE,COMPLETE,AV:N/AC:M/Au:N/C:N/I:N/A:C,CWE-400,juniper,junos,18.2

CVE-2019-0001,2019-01-15 21:29:00,2019-10-09 23:43:00,"Receipt of a malformed packet on MX Series devices with dynamic vlan configuration can trigger an uncontrolled recursion loop in the Broadband Edge subscriber management daemon (bbe-smgd), and lead to high CPU usage and a crash of the bbe-smgd service. Repeated receipt of the same packet can result in an extended denial of service condition for the device. Affected releases are Juniper Networks Junos OS: 16.1 versions prior to 16.1R7-S1; 16.2 versions prior to 16.2R2-S7; 17.1 versions prior to 17.1R2-S10, 17.1R3; 17.2 versions prior to 17.2R3; 17.3 versions prior to 17.3R3-S1; 17.4 versions prior to 17.4R2; 18.1 versions prior to 18.1R3; 18.2 versions prior to 18.2R2.",7.1,HIGH,6.9,8.6,NETWORK,MEDIUM,NONE,NONE,NONE,COMPLETE,AV:N/AC:M/Au:N/C:N/I:N/A:C,CWE-400,juniper,junos,18.2

CVE-2019-0002,2019-01-15 21:29:00,2019-10-09 23:43:00,"On EX2300 and EX3400 series, stateless firewall filter configuration that uses the action 'policer' in combination with other actions might not take effect. When this issue occurs, the output of the command: show pfe filter hw summary will not show the entry for: RACL group Affected releases are Junos OS on EX2300 and EX3400 series: 15.1X53 versions prior to 15.1X53-D590; 18.1 versions prior to 18.1R3; 18.2 versions prior to 18.2R2. This issue affect both IPv4 and IPv6 firewall filter.",7.5,HIGH,6.4,10.0,NETWORK,LOW,NONE,PARTIAL,PARTIAL,PARTIAL,AV:N/AC:L/Au:N/C:P/I:P/A:P,CWE-20,juniper,junos,15.1x53

